ascore,category,description,ein,tot_exp,admin_exp_p,fund_eff,fund_exp_p,program_exp_p,fscore,leader,leader_comp,leader_comp_p,motto,name,tot_rev,state,subcategory,size,program_exp,fund_exp,admin_exp,predicted_score
82,Animals,"Humane Indiana's mission is to lead the community in the humane treatment of animals. The organization also supports the reduction of unwanted animals by promoting the spay/neuter program. The organization provides community services, such as visiting area nursing homes, education in the school system, and speaking engagements.",35-0895837,2241265,0.19,0.08,0.029,0.78,95.5,Rachel Delaney,86036.0,0.0383,Leading the community in the humane treatment of animals,Humane Indiana,1594918,IN,"Animal Rights, Welfare, and Services",small,1748186.7,64996.685,425840.35,86.85562798815292
89,Animals,"The Humane Animal Welfare Society (HAWS) was established in 1965. HAWS assists over 6,000 animals each year and welcomes more than 31,000 human visitors annually. As an open admissions shelter, they accept animals regardless of age, health, temperament or breed. Their active humane education department offers programs and services that promote responsible pet ownership, preventing animal abuse and neglect in their community and beyond. HAWS promotes the humane care and treatment of all animals, in support of cooperative humane efforts throughout the state of Wisconsin. HAWS is a member of the Wisconsin Federated Humane Societies, and not affiliated with any other local or national humane society.",39-6108644,2514825,0.117,0.21,0.115,0.767,89.02,Lynn Olenik,90000.0,0.0357,We're building a society that's humane,Humane Animal Welfare Society,2169817,WI,"Animal Rights, Welfare, and Services",small,1928870.775,289204.875,294234.525,89.04500350114265
93,Animals,"In April 2017, The Animal Rescue League Shelter & Wildlife Center and the Western Pennsylvania Humane Society merged to form Humane Animal Rescue, a cohesive organization that will provide enhanced services to domestic animals and wildlife of our region. Our philosophy, compassion, and combined resources will better serve our community through a multifaceted and innovative approach. We will provide all aspects of care to abandoned, neglected, and injured animals; reunite lost pets with their caregivers or seek new families for them; educate the community on humane care and interactions with all animals with the goal of reducing pet overpopulation and negative relationships with native wildlife; reinforce a standard of living for animals and prevent cruelty; and provide assistance and medical care to injured, orphaned, or ill native Pennsylvania wildlife with a goal of returning them to their natural habitat. Our open door policy ensures that no animal is ever refused shelter.",25-0325750,4664356,0.141,0.11,0.128,0.73,82.75,Dan Rossi,118976.0,0.0255,The Care They Need The Love They Deserve,Humane Animal Rescue,6821647,PA,"Animal Rights, Welfare, and Services",mid,3404979.88,597037.568,657674.196,86.79778761442701
85,Animals,"Humane America Animal Foundation's vision is a world that is more humane, and our mission is to create, implement, and promote innovative and effective programs that have significant and measurable benefits for animals and people.",95-4761276,4024885,0.16,0.04,0.052,0.787,95.7,Abbie J Moore,158722.0,0.0394,Finding homes for homeless pets,Humane America Animal Foundation,5611773,CA,"Animal Rights, Welfare, and Services",mid,3167584.495,209294.02,643981.6,88.93904918559244
96,International,"Human Rights Watch is one of the world's leading independent organizations dedicated to defending and protecting human rights. By focusing international attention where human rights are violated, we give voice to the oppressed and hold oppressors accountable for their crimes. Our rigorous, objective investigations and strategic, targeted advocacy build intense pressure for action and raise the cost of human rights abuse. For 30 years, Human Rights Watch has worked tenaciously to lay the legal and moral groundwork for deep-rooted change and has fought to bring greater justice and security to people around the world.",13-2875808,70558186,0.078,0.23,0.176,0.744,80.35,Kenneth Roth,527767.0,0.0074,Defending and protecting human rights,Human Rights Watch,55633864,NY,"International Peace, Security, and Affairs",big,52495290.38,12418240.74,5503538.508,85.80439141303238
92,International,"Founded in 1999, Human Rights Initiative of North Texas (HRI) provides legal and support services to refugees and immigrants who have suffered human rights abuses, advocates for justice and promotes international human rights. HRI represents immigrant victims of violence. Our clients include victims of human rights abuses seeking asylum in the United States, victims of human trafficking, victims of spousal or child abuse at the hands of a U.S. citizen or Permanent Resident, immigrant children who flee from violence and travel to the U.S. alone, or immigrant children that have been abused, abandoned or neglected by their parents in the U.S.",75-2842602,3917851,0.015,0.03,0.031,0.953,85.52,William Holston,84370.0,0.0215,Because Immigrant Rights are Human Rights,Human Rights Initiative,3850691,TX,"International Peace, Security, and Affairs",mid,3733712.003,121453.381,58767.765,88.29832889990001
93,International,"The Human Rights Foundation (HRF) is a nonpartisan organization that promotes and protects human rights globally, with an expertise in the Americas. HRF unites people in the common cause of defending human rights and promoting liberal democracy. Our mission is to ensure that freedom is both preserved and promoted around the world. We seek, in particular, to sustain the struggle for liberty in those areas where it is presently under threat.",20-2669700,5323508,0.036,0.04,0.047,0.916,92.5,Thor Halvorssen,98269.0,0.0184,Protecting human rights around the world,Human Rights Foundation,5173493,NY,"International Peace, Security, and Affairs",mid,4876333.328,250204.876,191646.288,92.79200571285993
100,International,"Human Rights First is an independent advocacy and action organization that challenges America to live up to its ideals. We believe American leadership is essential in the struggle for human rights so we press the U.S. government and private companies to respect human rights and the rule of law. When they don't, we step in to demand reform, accountability and justice. Around the world, we work where we can best harness American influence to secure core freedoms.",13-3116646,11510302,0.097,0.1,0.079,0.823,71.72,Elisa C. Massimino,250355.0,0.0217,American ideals. Universal values.,Human Rights First,7657880,NY,"International Peace, Security, and Affairs",mid,9472978.546,909313.858,1116499.294,79.9950464929719
89,Human and Civil Rights,"Through research, educational efforts and outreach, the Human Rights Campaign (HRC) Foundation encourages gay, lesbian, bisexual and transgender Americans to live their lives openly and seeks to change the hearts and minds of Americans to the side of equality. Programs funded in part or in full through the HRC Foundation include: The HRC Coming Out Project, which encourages GLBT and straight-supportive Americans to come out and live openly; The HRC Family Project, which empowers members of the GLBT community to take action to protect their families; The HRC Historically Black Colleges and Universities Outreach Program, which trains student activists to sustain dialogue, build viable student-led GLBT organizations; The HRC Religion and Faith Program, The HRC Research Center, and The HRC Workplace Project.",52-1481896,16850495,0.142,0.13,0.131,0.726,80.71,This organization did not report a CEO,,,"Working for lesbian, gay, bisexual and transgender equal rights",Human Rights Campaign Foundation,18427683,DC,Advocacy and Education,big,12233459.37,2207414.845,2392770.29,84.2474937317405
85,"Arts, Culture, Humanities","The Human Race Theatre Company is the Dayton region's professional regional theatre company. As our name suggests, we present universal themes that explore the human condition and startle us all into a renewed awareness of ourselves. As the primary professional producing theatre in the Miami Valley, we will continue to be the gateway for theatre professionals with a national presence to share their talents with our community.",31-1176135,1749607,0.186,0.09,0.077,0.735,84.67,Kevin Moore,56931.0,0.0325,Dayton's professional regional theatre,Human Race Theatre Company,1342008,OH,Performing Arts,small,1285961.145,134719.739,325426.902,84.817138219444
85,Human Services,"Human Options' mission is ""to provide safe haven and life changing programs to help abused women, their children and families rebuild their lives - and to work with the community to break the cycle of domestic violence."" Our services address the emotional, financial and legal challenges domestic violence survivors have to contend with. We aim to break the cycle of domestic violence by providing safety, support and education to help abused women and their children begin reclaiming their lives and finding a way forward.",95-3667817,5329407,0.118,0.11,0.106,0.774,92.82,Maricela Rios Faust,137499.0,0.0258,Breaking the cycle of domestic violence,Human Options,5099868,CA,Social Services,mid,4124961.018,564917.142,628870.026,88.25873476025461
93,Human and Civil Rights,"Founded in 1981, Human Life International (HLI) is the largest international pro-life organization in the world. Human Life International's mission is to defend the God-given right to life and dignity of all human persons from conception until natural death. In fulfilling this mission we strive to train, organize and equip pro-life leaders around the world. While we are completely faithful to the Holy Father and the Magisterium, we are also ecumenical and work with people of all faiths to advance the cause of life. We have worked in more than 80 countries around the world.",52-1241765,2755336,0.136,0.16,0.153,0.71,76.0,Father Shenan Boquet,35990.0,0.013,For the glory of God and Defense of Life and Family.,Human Life International,2612168,VA,Advocacy and Education,small,1956288.56,421566.408,374725.696,82.36529483659157
96,International,"The Human Development Foundation of North America (HDF) was formed in 1997 to facilitate a non-political movement for a positive social change and community empowerment through mass literacy, enhanced quality of education, universal primary health care and grassroots economic development. In the past ten years, HDF has worked towards the goals of health and human development in Pakistan. We accomplish this through programs in the areas of community empowerment, education, healthy families, self help infrastructure improvements and economic self-sufficiency. For the past decade, HDF has helped more than 1.5 million of the most underprivileged people in all four provinces of Pakistan.",36-4184940,2164244,0.084,0.1,0.108,0.806,76.8,Syed M. Kamal,,,Helping people help themselves.,Human Development Foundation of North America,2412913,IL,Development and Relief Services,small,1744380.664,233738.352,181796.496,83.34082661668656
92,Environment,"Hudson River Sloop Clearwater preserves and protects the Hudson River, its tributaries and related bodies of water. Clearwater conducts innovative environmental programs, advocacy and celebrations in order to inspire and energize the next generation of environmental leaders. Clearwater was founded in 1969 by music legend and environmental activist Pete Seeger. The organization began with the launch of sloop Clearwater - a majestic replica of the sloops that sailed the Hudson in the 18th and 19th centuries. Since the launch of the Clearwater, more than half a million young people and hundreds of thousands of adults have experienced their first real look at an estuary's ecosystem aboard the sloop. Each summer, Clearwater re-connects Hudson Valley residents with their cultural heritage and traditions by bringing them down to the river for the Great Hudson River Revival.",14-6049022,2470234,0.144,0.2,0.115,0.74,74.73,Amy Bonder,56185.0,0.0227,Defending and restoring the Hudson River for the benefit of its eco-system and human communities,Hudson River Sloop Clearwater,2532120,NY,Environmental Protection and Conservation,small,1827973.16,284076.91,355713.696,81.28069160015724
93,Human Services,"Hudson Link for Higher Education in Prison provides college education, life skills and re-entry support to incarcerated and formerly incarcerated men and women to help them make a positive impact on their own lives, their families and communities, resulting in lower rates of recidivism, incarceration and poverty. Hudson Link was founded in 1998, at a time where New York state and federal funding for college education in prisons ceased. The abrupt loss of a college program had a devastating effect on prison morale. As a result, inmates at Sing Sing Correctional Facility reached out to religious and academic volunteers for assistance, which received their immediate response. Today, Hudson Link provides college preparatory and college degree granting program in 6 New York State Correctional Facilities, partnering with Columbia University and Mercy, Nyack, SUNY Ulster, SUNY Sullivan, Siena and Vassar Colleges.",13-4132348,5816867,0.025,0.03,0.04,0.934,95.0,Sean Pica,118000.0,0.0202,"Providing college education, life skills and re-entry support to incarcerated and formerly incarcerated men and women",Hudson Link for Higher Education in Prison,6363028,NY,Social Services,mid,5432953.778,232674.68,145421.675,93.90668701493621
89,International,"Hudson Institute is a non-partisan, policy research organization dedicated to innovative research and analysis that promotes global security, prosperity, and freedom. We challenge conventional thinking and help manage strategic transitions to the future through interdisciplinary and collaborative studies in defense, international relations, economics, culture, science, technology, and law. Since 1961, Hudson's perspective has been uniquely future-oriented and guardedly optimistic. Seeing the complexities within societies, we focus on the often-overlooked interplay among culture, demography, technology, markets, and political leadership. Through publications, conferences and policy recommendations, we seek to guide global leaders in government and business.",13-1945157,14882370,0.107,0.06,0.069,0.822,96.7,Kenneth R. Weinstein,419897.0,0.0282,Forecasting trends and developing solutions,Hudson Institute,19586305,DC,"International Peace, Security, and Affairs",big,12233308.14,1026883.53,1592413.59,91.88997792353047
89,"Arts, Culture, Humanities","Critically acclaimed for its exuberant, athletic and innovative repertoire, Hubbard Street Dance Chicago features dancers who display unparalleled versatility and virtuosity in performances that inspire, challenge and engage audiences worldwide. Since Lou Conte founded the company in 1977, HSDC has expanded beyond its main company to include Hubbard Street 2, which cultivates young professional dancers and choreographers, serves as the foundation of HSDC's education initiatives and performs nationally and internationally with a diverse and engaging repertoire; extensive education and community programs; and the Lou Conte Dance Studio, which offers a wide variety of classes.",36-2950283,6060883,0.21,0.1,0.042,0.747,75.48,Glenn Edgerton,154537.0,0.0254,"Inspiring, challenging and engaging audiences worldwide",Hubbard Street Dance Chicago,6151175,IL,Performing Arts,mid,4527479.601,254557.086,1272785.43,80.96422484622292
89,Human Services,"Hubbard House is a full-service certified domestic violence center, providing prevention and intervention services and wrap-around care to domestic violence survivors in Duval and Baker counties in Northeast Florida. In its 42 years of operation, Hubbard House has sheltered more than 36,000 victims of domestic violence and their children and answered more than 87,000 hotline calls.",59-1814635,4807790,0.124,0.09,0.076,0.798,92.9,Gail Patin,102190.0,0.0212,Every relationship violence-free,Hubbard House,4973942,FL,Social Services,mid,3836616.42,365392.04,596165.96,90.7108847223986
97,Health,"The mission of Howard Brown Health Center is to promote the well-being of gay, lesbian, bisexual and transgender persons through the provision of health care and wellness programs, including clinical, educational, social service and research activities. Howard Brown designed these programs to serve gay, lesbian, and bisexual persons in a confidential, supportive, and nurturing environment. Howard Brown Health Center is committed to working cooperatively with other community-based organizations serving and contributing to the gay, lesbian, bisexual and transgender community. Founded in 1974, Howard Brown now administers a range of medical and behavioral health services, with sliding scale rates, to ensure that everyone in these underserved populations receives essential healthcare needs, in addition to ongoing research.",36-2894128,68173341,0.087,0.21,0.05,0.862,90.0,David Ernesto Munar,219263.0,0.0032,"Leader, innovator, partner",Howard Brown Health Center,80723468,IL,Treatment and Prevention Services,big,58765419.94,3408667.05,5931080.667,92.5942274964866
96,Animals,"Houston Zoo connects communities with animals, inspiring action to save wildlife. We have over 6,000 permanent residents (our animals) for whom we provide housing, meals, medical care and, yes, even education! There are over 2 million guests each year who come to experience our incredible variety of animals and ecosystems, as well as attend special private and public events and entertainment. Our dedicated staff works around the clock to ensure that the Zoo is always running smoothly for the safety and well-being of our residents and guests.",74-1590271,48461175,0.048,0.22,0.085,0.866,95.0,Lee Ehmke,445539.0,0.0091,"Connecting communities with animals, inspiring action to save wildlife.",Houston Zoo,56232922,TX,Zoos and Aquariums,big,41967377.55,4119199.875,2326136.4,95.46324495603922
89,Human and Civil Rights,"The mission of Houston Volunteer Lawyer Program (HVLP) is to provide pro bono legal services to low-income men and women of Harris County and to promote volunteerism among the legal community. Founded in 1981 by the Houston Bar Association, HVLP has delivered free legal services to low-income resident of Harris County for almost a quarter of a century by linking qualified applicants with attorneys volunteering their time on a pro bono basis. Volunteer attorneys assist clients who meet HVLP's eligibility standards and who have been screened and interviewed by HVLP staff members on their legal issues. Over 4,000 Harris County attorneys serve as HVLP volunteers, each making a difference in the lives of low-income clients, their families and communities.",76-0090652,2543934,0.176,0.01,0.009,0.814,84.11,Wafa Abdin,19962.0,0.0078,Promoting equal access to justice,Houston Volunteer Lawyers Program,1826254,TX,Advocacy and Education,small,2070762.276,22895.406,447732.384,86.34461015010483
100,Animals,"Founded in 1924, the Houston SPCA is Houston's first and largest animal protection organization and shelter. Our mission is to promote commitment to and respect for all animals and free them from suffering, abuse and exploitation, and our vision is that we will lead our community to appreciate the value of animals. Committed to all animals, the Houston SPCA provides quality, humane care to dogs and cats, rabbits and other small mammals, birds, horses, farm animals and more. We also facilitate the protection and rehabilitation of injured, ill, orphaned and oiled native wildlife through our affiliate, Wildlife Rehab & Education. We are also the only shelter in the Greater Gulf Coast area with the ability to provide humane, temporary shelter to big cats and other exotic animals. All programs offered by the Houston SPCA-excluding adoptions, pet-training classes and Critter Camp-are free of charge, a service to our community and its animals, and we place 100% of our adoptable animals.",74-1287171,9180216,0.077,0.08,0.089,0.832,93.85,Patricia E. Mercer,216000.0,0.0235,"Promoting commitment to and respect for all animals and freeing them from suffering, abuse and exploitation.",Houston SPCA,14796535,TX,"Animal Rights, Welfare, and Services",mid,7637939.712,817039.224,706876.632,95.58430143405828
100,"Arts, Culture, Humanities","The Houston Public Media Foundation (formerly known as the Association for Community Broadcasting) serves to secure the financial future of Houston Public Media, which provides informative, thought-provoking and entertaining content through a multi-media platform that includes TV 8/PBS, News 88.7/NPR and Classical and reaches a combined weekly audience of more than 1.5 million.",74-1670740,15686987,0.011,0.15,0.143,0.845,84.85,Lisa Shumate,0.0,0.0,Houston Public Media provides audiences with unprecedented access to the content that is meaningful to them.,Houston Public Media Foundation,15636517,TX,Public Broadcasting and Media,big,13255504.01,2243239.141,172556.857,89.28772732902107
92,Environment,"The Houston Parks Board was created in 1976 in response to a request by Houston's major foundations and civic leaders who wanted to contribute to the city's park system through an organization that would represent their needs and desires. Since its inception, the Houston Parks Board has raised and leveraged millions of dollars and touched at least 75% of the City's parkland either through acquisitions and/or capital improvements. As a result of the flexibility with which Houston Parks Board operates, it is involved in a wide range of activities related to the expansion and improvement of the parks system. The Houston Parks Board's primary programs are its Park Creation Campaign (acquiring parkland to create new parks and expand existing parks) and its Park Improvement Projects (creating new amenities or renovating existing facilities).",74-1860046,22107401,0.03,0.01,0.02,0.949,100.0,Beth White,155298.0,0.007,"Creating, improving and protecting parkland for Houston",Houston Parks Board,21217590,TX,"Botanical Gardens, Parks, and Nature Centers",big,20979923.55,442148.02,663222.03,94.35685920773189
85,"Arts, Culture, Humanities","The mission of the Houston Museum of Natural Science shall be to preserve and advance the general knowledge of natural science, to enhance in individuals the knowledge of and delight in natural science and related subjects, and to maintain and promote a museum of the first class. The Museum is a major science learning center with over a half million school children visiting annually, including every fourth grade and seventh grade class in the Houston Independent School District.",74-1036131,35434393,0.123,0.1,0.067,0.809,94.36,Joel A. Bartsch,283124.0,0.0079,Preserving and advancing knowledge of natural science,Houston Museum of Natural Science,36500182,TX,Museums,big,28666423.94,2374104.331,4358430.339,88.73376146740735
100,Animals,"The Houston Humane Society (HHS) is dedicated to eliminating cruelty, abuse, and the overpopulation of animals. HHS provides a wide variety of animal welfare programs to Houston area residents and their pets, including pet adoptions, humane education, and Houston's only $30 spay/neuter clinic that is open to the general public. HHS' R.A.I.D.E.R. Program investigates reports of neglect, abandonment or mistreatment of both companion animals and livestock in accordance with Texas state law. Our R.A.I.D.E.R. Investigators work non-stop to rescue animals in these conditions.",74-1340341,4966922,0.028,0.29,0.116,0.854,86.4,Sherry Ferguson,153438.0,0.0308,"Dedicated to eliminating cruelty, abuse and the overpopulation of animals",Houston Humane Society,5324668,TX,"Animal Rights, Welfare, and Services",mid,4241751.388,576162.952,139073.816,90.36843596135319
96,Community Development,"Houston Habitat for Humanity, founded in 1987, is a Christian-based housing ministry. Embracing all faiths, the organization is dedicated to eliminating substandard housing in our community by helping low-income families purchase a simple, decent home in which to live. To date, Houston Habitat has built over 1,000 affordable homes and served more than 4,200 people - half of whom are children. For two decades, Houston Habitat has worked to eliminate substandard housing by helping our neighbors purchase simple, decent homes in which to live.",76-0207084,10512515,0.017,0.15,0.066,0.915,87.5,Allison Hay,160580.0,0.0152,"Building homes, communities and hope",Houston Habitat for Humanity,10715448,TX,Housing and Neighborhood Development,mid,9618951.225,693825.99,178712.755,90.7008981711609
100,Human Services,"The Houston Food Bank is a solution to both hunger and food waste. In the year following hurricane Harvey the Food Bank distributed 122 million nutritious meals through its network of 1,500 community partners, including food pantries, soup kitchens, social service providers, and schools in southeast Texas. We distribute fresh produce, meat and nonperishables from our warehouse where we also prepare nutritious hot meals for kids in our new state-of-the-art Keegan Kitchen. We rescue food before it reaches the landfill through our Retail Pickup program with area grocery stores. Additional community services include nutrition education and SNAP (formerly food stamps) application assistance. We feed hungry people in 18-county service area alongside our partner food banks in Montgomery County, Galveston and Brazos Valley. The Houston Food Bank, founded in 1982, is a certified member of Feeding America, the nation's food bank network, with a four-star rating from Charity Navigator.",74-2181456,204124432,0.019,0.01,0.016,0.963,95.91,Brian Greene,264462.0,0.0012,Filling pantries. Filling lives.,Houston Food Bank,210380616,TX,"Food Banks, Food Pantries, and Food Distribution",big,196571828.0,3265990.912,3878364.208,97.10444109377876
96,"Arts, Culture, Humanities","Founded in 1969, Houston Ballet is an internationally acclaimed ballet company which is now America's fifth largest. The company is comprised of 59 dancers and has toured extensively to critical praise in Europe, the United Kingdom, Asia, Canada, and in cities throughout the United States. The company's home is the magnificent Wortham Theater Center, a state-of-the-art facility in which the company currently performs over 81 performances seven months out of the year. In February of 2011, Houston Ballet moved into its new Center for Dance located at 601 Preston and connected to The Wortham Theater Center by skybridge. This state-of-the-art facility is the largest center dedicated solely to dance in the U.S. Houston Ballet Academy has an enrollment of 691 students, between the ages of 3 through 60, and more than half of the professional company's dancers have come from the ranks of the academy.",74-1394920,34183785,0.088,0.13,0.063,0.847,97.41,James D. Nelson,280000.0,0.0081,An internationally acclaimed ballet company,Houston Ballet,34555867,TX,Performing Arts,big,28953665.9,2153578.455,3008173.08,96.63545300474232
93,Human Services,"The Houston Area Women's Center works to end domestic and sexual violence and supports all in building safe and healthy lives through advocacy, counseling, education, shelter and support services.",74-2029166,8484595,0.142,0.09,0.084,0.772,87.77,Rebecca White,183672.0,0.0216,Ending domestic and sexual violence for all,Houston Area Women's Center,7528106,TX,Social Services,mid,6550107.34,712705.98,1204812.49,90.04252925254762
100,Education,"The mission of The Houston A+ Challenge is to promote an academically rich and purposeful education for more of our children and to demonstrate how such an education could become possible for all our children. We do this by investing in people, through initiatives that coach teachers and school leaders to acquire the skills they need to help students of diverse backgrounds succeed academically, professionally and socially. Houston A+ has supported public school improvement in the Houston area since 1997. Houston A+ Challenge initiatives are guided by three imperatives: we promote personalization of classrooms and working communities; we facilitate networks and relationships, so that parents, educators, communities and the business sector can work in collaboration to improve schools; and we focus on teaching and learning, by training educators to assess diverse learning styles and select effective teaching strategies to reach each student.",76-0513493,1867226,0.092,0.14,0.066,0.84,87.21,Scott Van Beck,166901.0,0.0893,"Strengthening educators, connecting education stakeholders",Houston A+ Challenge,2222230,TX,Education Policy and Reform,small,1568469.84,123236.916,171784.792,90.92387503663097
89,Community Development,"Since 1989, the Housing and Community Development Network of New Jersey (HCDNNJ) has worked to improve the environment for the work of community development corporations (CDC's), and to strengthen their capacity to create housing and revitalize distressed neighborhoods throughout New Jersey. The Network and its members share a commitment to promoting economic justice and the empowerment of low-income individuals and communities, and encouraging wider participation in the framing and implementation of public policies. We support our CDC members by providing targeted technical assistance and educational programs, pursuing additional resources and improved public policies, and conducting research on ways to enhance the impact and effectiveness of the community development sector.",22-2982197,1500633,0.172,0.03,0.034,0.793,94.37,Staci Berger,110852.0,0.0738,Committed to promoting economic justice and the empowerment of low-income communities,Housing and Community Development Network of New Jersey,1738232,NJ,Housing and Neighborhood Development,small,1190001.969,51021.522,258108.876,91.27333591400354
85,Human Services,"Our holistic transitional housing and family violence recovery programs enable our clients to step out of poverty, break the cycle of abuse, and embrace a future full of hope and self-determination.",36-2167738,941727,0.174,0.17,0.132,0.692,75.48,This organization did not report a CEO,,,Opportunities to experience healing from domestic violence and break the cycle of abuse,House of the Good Shepherd Chicago,1020588,IL,Social Services,small,651675.084,124307.964,163860.498,79.73689363897206
96,Human Services,"Founded in 1976, House of Ruth helps women, children and families in greatest need and with very limited resources build safe, stable lives and achieve their highest potential. Here, women, children and families heal from lifetimes of traumatic abuse. At our 13 sites in Washington, DC, we assess the capacities and needs of each woman and child, then design and deliver a specialized combination of services to meet their needs and build on their strengths. We enfold the women and families in a safe and structured environment, where they receive highly responsive and caring attention from the staff. Every day at House of Ruth, more than 600 women and children work hard to learn the skills to live independently and eliminate homelessness and abuse from their lives. They participate at 11 residential programs, a developmental day care center and a free counseling program for domestic violence survivors.",52-1054102,8309920,0.074,0.07,0.063,0.861,85.0,Sandra Jackson,156728.0,0.0188,"Helping women, children and families in greatest need","House of Ruth, Washington, D.C.",10254244,DC,Children's and Family Services,mid,7154841.12,523524.96,614934.08,89.02775136665775
74,Human Services,"House of Neighborly Service assists and advocates for people challenged by the effects of poverty or situational crisis. Many of our clients are young families who are working but not making ends meet, single mothers and fathers who are doing everything they can to keep their families safe and provide for basic needs. Other clients are seniors, veterans, and disabled who live on fixed incomes, and individuals who experience job loss due to illness or layoff. We help people who have found themselves in economic crisis by providing them with life-sustaining needs: food, clothing, transportation, prescription and utility assistance, plus many more valuable services. We help people plan for the future by providing individualized support to all of our families through case management, financial education, and helping them find the resources they need to thrive.",84-0568546,1982476,0.144,0.1,0.099,0.756,85.48,This organization did not report a CEO,,,"Creating a kinder, more neighborly community.",House of Neighborly Service,2026823,CO,Social Services,small,1498751.856,196265.124,285476.544,78.97622573414034
62,Human Services,"Founded in 1985, House of Hope is a non-denominational, non-profit organization dedicated to providing hope, healing and restoration to troubled teens, ages 13-17. House of Hope provides a residential home where teenagers are nourished, protected, healed and reconciled with their families through education, counseling and life skills training.",59-2053772,997985,0.061,0.01,0.009,0.929,90.0,Sara E. Trollinger,24356.0,0.0244,A home for healing teens,House of Hope Orlando,877249,FL,"Youth Development, Shelter, and Crisis Services",small,927128.065,8981.865,60877.085,72.26921730697764
100,Human Services,"House of Hope has been helping Martin County residents in need for 34 years by providing food, assistance with rent/mortgage, utilities, prescriptions, medical co-pays, clothing and other household expenses. From humble beginnings of handing out sandwiches from the trunk of a car, the organization now operates four full service centers, thrift stores, and Client Choice pantries, in addition to five nutrition gardens, the Elisabeth Lahti Nutrition Center, the Golden Gate Center for Enrichment & a Production/Vocational Farm. On average, House of Hope provides 6,000 services to people each month and distributes more than 700,000 pounds of nutritious food annually to individuals, local church kitchens and food pantries, and low income communities. There is never a cost to anyone seeking assistance from the organization, and everyone receives some level of case management through Project HOPE (Helping Others Progress through Empowerment) program assistants and case managers.",59-2422998,4393436,0.041,0.07,0.073,0.885,97.5,Robert Ranieri,106975.0,0.0243,Empowering Martin County residents to overcome hunger and hardship,House of Hope,4292361,FL,Social Services,mid,3888190.86,320720.828,180130.876,98.22725022120258
89,Human Services,"The House of Bread was founded with the belief that no one deserves to go hungry. We believe that everyone deserves to be treated with dignity and respect. Everyone deserves to have a meal in a place where they feel welcome and appreciated. No one is ever turned away from the House of Bread, and everyone is treated as a special guest. We prevent hunger by offering a hot, nutritious, lunchtime meal 7 days a week. Staff and volunteers work together, primarily using donated food, to prepare the meal each day. We don't believe in duplicating programs or resources offered by other social service agencies in the area. So while our guests enjoy lunch, we offer them referrals and assistance in accessing needed resources. We help our guests with everything from a simple phone call, referral to emergency shelter, to help with finding a preschool for their children.",31-1076425,1316617,0.054,0.02,0.024,0.921,93.25,Melodie Bennett,63000.0,0.0478,To prevent hunger and serve as a bridge to beneficial community resources.,House of Bread,1657005,OH,Social Services,small,1212604.257,31598.808,71097.318,90.86388502949467
59,Religion,"The House FM serves Christ through the ministry of Christian radio for the glory of God. We also evangelize our area and unify the body of Christ without compromise through music and ministry. Our purpose is to provide listeners with an alternative to secular music, keeping hearts and minds focused on the Lord.",73-1357030,1507573,0.26,0.03,0.046,0.693,88.01,Doyle Brewer,102980.0,0.0683,Christian radio for the glory of God,The House FM,1777498,OK,Religious Media and Broadcasting,small,1044748.089,69348.358,391968.98,69.91573298610568
100,Human Services,"Established in 1992, Hour Children is a non-sectarian organization that assists incarcerated women and continues to provide the crucial post-release services that prevent recidivism after their release. Hour Children begins working with women while they are still in prison, bringing their children to visit and offering the mothers advocacy, parenting and domestic violence, support groups and counseling to ease their transition to reunification with their children. Today, Hour Children is a community of eight residences, housing 75 families, with children from infancy to 21 years. More than 700 housing alumnae who have successfully transitioned to independent living return for special events and attend monthly support groups. Through our work both in the prison and in the community, Hour Children has assisted over 7,000 families with reunification and re-entry services.",13-3647412,4428790,0.045,0.07,0.07,0.884,97.16,Sister Teresa Fitzgerald,98760.0,0.0222,Love Makes the Difference!,Hour Children,4640641,NY,Children's and Family Services,mid,3915050.36,310015.3,199295.55,97.99113906714068
59,Human Services,"Hospice Education Institute is an independent organization, founded in 1985, which serves a wide range of individuals and organizations interested in improving and expanding hospice and palliative care throughout the United States and around the world. The Institute works to inform, educate, and support people seeking or providing care for the dying and the bereaved, or themselves coping with far advanced illness, or with loss. The Institute offers a number of programs and services, including HOSPICELINK; the Small Gift Program; Cooperative Education Grants; Inpatient Hospice Design Project; seminars; advice and assistance; as well as books and pamphlets.",22-2701794,3352285,0.032,0.52,0.312,0.655,69.42,Michal J.M. Galazka,6212.0,0.0018,Providing information and education about the many facets of caring for the dying and the bereaved,Hospice Education Institute,448619,ME,Social Services,small,2195746.675,1045912.92,107273.12,63.331443637498545
100,Religion,Faith Comes By Hearing's mission is to get God's Word to everyone everywhere in their heart languages. We are accomplishing this ambitious goal by recording God's Word in the languages of the world and freely distributing these recordings by way of Audio Bible listening programs and personal engagement through various other technological means.,85-0223225,17163576,0.061,0.05,0.06,0.877,94.2,Gerald Jackson,88774.0,0.0051,God's Word For Every Person,Hosanna/Faith Comes By Hearing,21201925,NM,Religious Media and Broadcasting,big,15052456.15,1029814.56,1046978.136,95.89465211736415
